,Location_ID,Parent_ID,Name,Country_ID,Type,Snippet,Snippet_Language,Temp_Avg_Min_Jan,Temp_Avg_Max_Jan,Temp_Avg_Min_Feb,Temp_Avg_Max_Feb,Temp_Avg_Min_Mar,Temp_Avg_Max_Mar,Temp_Avg_Min_Apr,Temp_Avg_Max_Apr,Temp_Avg_Min_May,Temp_Avg_Max_May,Temp_Avg_Min_Jun,Temp_Avg_Max_Jun,Temp_Avg_Min_Jul,Temp_Avg_Max_Jul,Temp_Avg_Min_Aug,Temp_Avg_Max_Aug,Temp_Avg_Min_Sep,Temp_Avg_Max_Sep,Temp_Avg_Min_Oct,Temp_Avg_Max_Oct,Temp_Avg_Min_Nov,Temp_Avg_Max_Nov,Temp_Avg_Min_Dec,Temp_Avg_Max_Dec,Similarity_Score
229,Cairns,wv__Queensland,Cairns,Australia,city,"Known for lunch. Recommended places to visit are Cairns Botanic Gardens, Crystal Cascades and Cairns Regional Gallery.",,24.0,31.7,24.1,31.4,23.3,30.9,21.9,29.6,20.2,28.0,18.5,26.5,17.2,26.2,17.3,27.0,18.8,28.7,20.8,29.9,22.5,31.1,23.6,31.7,0.0
116,Landvetter,wv__GC3B6taland,Landvetter,Sweden,city,Recommended places to visit are Lunna and Salmereds förskola.,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
354,Saskatoon,wv__Prairies,Saskatoon,Canada,city,"Known for lunch. Recommended places to visit are Saskatchewan Railway Museum, The Right Honourable John G. Diefenbaker Centre for the Study of Canada and Remai Modern.",,-19.8,-9.45,-17.05,-6.85,-10.1,-0.2,-1.55,11.35,4.6,18.35,9.4,22.5,11.95,25.5,10.7,25.05,5.0,18.35,-1.85,10.25,-10.1,-1.0,-17.7,-7.75,0.0
125,Montreux,wv__Western_Switzerland,Montreux,Switzerland,city,"Known for dinner. Recommended places to visit are Château de Chillon, Queen: The Studio Experience and Rochers de Naye.",,-0.8,4.5,0.3,6.2,2.4,9.6,5.5,13.9,9.5,18.2,12.8,21.8,15.1,24.9,14.7,23.9,12.0,20.5,8.0,15.2,3.3,9.3,0.0,5.5,0.0
126,Moscow,wv__Central_Russia,Moscow,Russia,city,"The capital of Russia, its economic and political center with 860-years history.",,-10.36666667,-5.433333332999999,-9.733333333,-3.833333333,-4.833333333,2.166666667,2.066666667,11.03333333,8.233333333,19.03333333,12.03333333,22.1,14.5,24.4,12.76666667,22.43333333,7.8666666670000005,15.93333333,2.6,8.266666667,-2.433333333,1.3666666669999998,-7.2,-2.9666666669999997,0.0
350,San_Jose2C_California,California,San Jose,United_States,city,"Known for museums. Recommended places to visit are The Tech Museum of Innovation, Winchester Mystery House and Rosicrucian Egyptian Museum.",,5.722222222,15.44444444,7.333333333,17.66666667,8.333333332999999,19.33333333,9.166666667000001,21.16666667,11.44444444,24.11111111,13.38888889,27.0,14.66666667,28.55555556,14.83333333,28.11111111,13.72222222,27.66666667,11.44444444,24.38888889,8.0,19.72222222,5.666666667,16.22222222,0.0
133,Nice,wv__Provence-Alpes-CC3B4te_d27Azur,Nice,France,city,"Known for dinner. Recommended places to visit are MAMAC, Villa Ephrussi de Rothschild and Villa Kerylos.",,5.05,12.85,5.85,13.25,7.6,14.95,9.95,16.8,13.55,20.2,16.9,23.7,19.8,26.9,19.95,27.25,17.1,24.45,13.5,21.0,8.8,16.5,6.0,13.7,0.0
346,Rotorua,wv__North_Island,Rotorua,New_Zealand,city,"Known for rafting. Recommended places to visit are Government Gardens, Redwoods Forest and Polynesian Spa.",,12.6,22.8,13.0,22.9,11.1,20.9,8.5,18.0,6.3,15.1,4.3,12.6,3.5,12.0,4.1,12.8,5.8,14.6,7.6,16.4,9.2,18.6,11.5,20.8,0.0
306,Milpitas2C_California,California,Milpitas,United_States,city,"Known for dinner. Recommended places to visit are Golfland, Milpitas Library and Pathway Bible Fellowship.",,5.0,14.44444444,6.666666667,17.22222222,7.777777778,20.0,8.888888889,22.22222222,11.66666667,24.44444444,13.33333333,27.77777778,14.44444444,28.88888889,14.44444444,28.88888889,13.33333333,27.77777778,10.0,23.33333333,7.222222222,18.33333333,4.444444444,14.44444444,0.0
143,Seeb,wv__Northern_Oman,Seeb,Oman,city,"Recommended places to visit are ????? ????? ?????? ?????, ???? ????? ???????? and Muscat lightening.",,17.3,25.5,17.6,26.1,20.7,29.8,24.7,34.7,29.1,39.5,30.6,40.4,30.4,38.6,28.4,36.2,27.5,36.3,24.9,35.0,20.9,30.5,18.5,27.1,0.0
145,Spata,wv__Central_Greece,Spata,Greece,city,"Spata (Greek. ?????), is a town 20km east of Athens, Greece.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
147,Taipei,wv__Northern_Taiwan,Taipei,Taiwan,city,The political and economic heart of Taiwan.,,13.9,19.1,14.2,19.6,15.8,22.1,19.0,25.7,22.3,29.2,24.6,32.0,26.3,34.3,26.1,33.8,24.8,31.1,22.3,27.5,19.3,24.2,15.6,20.7,0.0
149,Tangerang,wv__Java,Tangerang,Indonesia,city,"Known for golf. Recommended places to visit are Indonesia Convention Exhibition, Benteng Heritage Museum and Gading Serpong.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
338,Randburg,wv__Gauteng,Randburg,South_Africa,city,"Known for wellness. Recommended places to visit are Liliesleaf Farm, Darrenwood and Linden.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
151,The_Hague,wv__Western_Netherlands,The Hague,Netherlands,city,"Known for museums. Recommended places to visit are Escher in Het Paleis, Mauritshuis and Beelden aan Zee.",,1.0,5.9,0.7,6.3,2.7,9.3,4.5,12.8,8.1,16.7,11.0,19.0,13.3,21.3,13.3,21.5,10.9,18.4,7.8,14.5,4.5,9.9,1.7,6.6,0.0
307,Milwaukee,Wisconsin,Milwaukee,United_States,city,"Known for museums. Recommended places to visit are Milwaukee Public Museum, Milwaukee Art Museum and Harley-Davidson Museum.",,-9.111111111,-1.7222222219999999,-7.055555556,0.27777777800000003,-2.388888889,5.777777778,2.9444444439999997,12.11111111,8.055555556,18.27777778,13.94444444,24.05555556,17.5,26.72222222,17.22222222,25.83333333,12.72222222,21.83333333,6.222222222,15.16666667,0.0,7.777777778,-6.6111111110000005,0.444444444,0.0
153,Vienna,wv__Lower_Austria,Vienna,Austria,city,"The former capital of the Austro-Hungarian Empire is brimming with impressive architecture, cultural instutions and opportunities to explore the cuisines of Austria and pretty much everywhere else.",,-1.35,3.5,-0.35,5.65,2.95,10.9,7.05,16.15,11.7,21.2,14.55,24.0,16.65,26.6,16.6,26.3,12.75,20.85,8.05,14.95,3.3,8.1,-0.15,4.1,0.0
115,Kyoto,wv__Kansai,Kyoto,Japan,city,"Known for museums. Recommended places to visit are Kinkaku-ji, Kyoto International Manga Museum and Ry?an-ji.",,1.2,8.9,1.4,9.7,4.0,13.4,9.0,19.9,14.0,24.6,18.8,27.8,23.2,31.5,24.3,33.3,20.3,28.8,13.6,22.9,7.8,17.0,3.2,11.6,0.0
